금융회사명,상품명,가입방법,만기이자,우대조건,가입대상,금리유형,적립유형,저축기간(개월),기본금리(%),최고우대금리(%),금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,24,3.9,3.9,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.0,3.0,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.5,3.5,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,1.9,1.9,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,5.0,5.0,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.2,3.2,2금융권
영진저축은행,SB톡톡-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,36,3.0,3.0,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,6,2.3,2.3,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,6,2.5,2.5,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,6,2.1,2.1,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,6,3.5,3.5,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,자유적립식,6,1.7,1.7,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,12,3.3,3.3,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,12,3.9,3.9,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.8,3.8,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,12,3.5,3.5,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,자유적립식,12,1.9,1.9,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,4.0,4.0,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,24,3.2,3.2,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,24,3.9,3.9,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.7,3.7,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,24,3.5,3.5,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,자유적립식,24,2.0,2.0,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,4.0,4.0,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,36,3.1,3.1,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.7,3.7,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,36,3.5,3.5,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,자유적립식,36,2.0,2.0,2금융권
영진저축은행,e-정기적금,인터넷,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.6,3.6,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,6,2.3,2.3,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,6,2.5,2.5,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,6,3.5,3.5,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.3,3.3,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.9,3.9,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,4.0,4.0,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.0,3.0,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,12,3.5,3.5,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,12,3.8,3.8,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.2,3.2,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.9,3.9,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,24,3.0,3.0,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,24,3.5,3.5,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.1,3.1,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.0,3.0,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,복리,정액적립식,36,3.5,3.5,2금융권
영진저축은행,m-정기적금,스마트폰,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용",없음,내·외국인 대상,단리,정액적립식,36,3.2,3.2,2금융권
영진저축은행,자유적립예금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,자유적립식,1,1.1,1.1,2금융권
영진저축은행,자유적립예금,영업점,"만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)
만기후 1개월이후 해지시 보통예금금리(0.5%)적용","계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",내·외국인 대상,복리,자유적립식,3,1.2,1.2,2금융권
